webentity_id,name,prefixes,home_page,start_pages,indegree,hyphe_creation_timestamp,hyphe_last_modification_timestamp,outreach,foundation_year,batch,edito,parody,origin,digital_native,mediacloud_ids,wheel_category,wheel_subcategory,has_paywall,inactive
199,Le Pélerin,http://facebook.com/pelerincom|http://lepelerin.com|http://pelerin.com|http://twitter.com/pelerincom|http://www.facebook.com/pelerincom|http://www.lepelerin.com|http://www.pelerin.com|http://www.twitter.com/pelerincom|https://facebook.com/pelerincom|https://lepelerin.com|https://pelerin.com|https://twitter.com/pelerincom|https://www.facebook.com/pelerincom|https://www.pelerin.com|https://www.twitter.com/pelerincom,https://www.lepelerin.com/,http://facebook.com/pelerincom|http://lepelerin.com|http://pelerin.com|http://twitter.com/pelerincom|http://www.facebook.com/pelerincom|http://www.lepelerin.com|http://www.pelerin.com|http://www.twitter.com/pelerincom|https://facebook.com/pelerincom|https://lepelerin.com|https://pelerin.com|https://twitter.com/pelerincom|https://www.facebook.com/pelerincom|https://www.pelerin.com|https://www.twitter.com/pelerincom,10,1560347192164,1560353782420,nationale,1873,1,media,false,france,false,384020,Periphery,IT & Consumer,true,
200,Peupledefrance.com,http://facebook.com/SitepeupledeFrance|http://peupledefrance.com|http://www.facebook.com/SitepeupledeFrance|http://www.peupledefrance.com|https://facebook.com/SitepeupledeFrance|https://peupledefrance.com|https://www.facebook.com/SitepeupledeFrance|https://www.peupledefrance.com,http://www.peupledefrance.com,http://facebook.com/SitepeupledeFrance|http://peupledefrance.com|http://www.facebook.com/SitepeupledeFrance|http://www.peupledefrance.com|https://facebook.com/SitepeupledeFrance|https://peupledefrance.com|https://www.facebook.com/SitepeupledeFrance|https://www.peupledefrance.com,7,1560347193421,1560353782512,nationale,2017,1,media,false,france,true,567174,Counter-Informational Space,Identitarian,,
201,Piremedias.com,http://piremedias.com|http://www.piremedias.com|https://piremedias.com|https://www.piremedias.com,http://www.piremedias.com/,http://piremedias.com|http://www.piremedias.com|https://piremedias.com|https://www.piremedias.com,0,1560347194635,1560353782560,nationale,2014,1,media,true,france,true,717798,,,,true
202,Polemia,http://facebook.com/fondation.polemia|http://polemia.com|http://twitter.com/_polemia|http://www.facebook.com/fondation.polemia|http://www.polemia.com|http://www.twitter.com/_polemia|https://facebook.com/fondation.polemia|https://polemia.com|https://twitter.com/_polemia|https://www.facebook.com/fondation.polemia|https://www.polemia.com|https://www.twitter.com/_polemia,http://www.polemia.com,http://facebook.com/fondation.polemia|http://polemia.com|http://twitter.com/_polemia|http://www.facebook.com/fondation.polemia|http://www.polemia.com|http://www.twitter.com/_polemia|https://facebook.com/fondation.polemia|https://polemia.com|https://twitter.com/_polemia|https://www.facebook.com/fondation.polemia|https://www.polemia.com|https://www.twitter.com/_polemia,45,1560347195851,1560353782612,nationale,2011,1,media,false,france,true,348816,Counter-Informational Space,Identitarian,false,
203,Politis,http://facebook.com/Politisfr-217973083988|http://politis.fr|http://twitter.com/Politis_fr|http://www.facebook.com/Politisfr-217973083988|http://www.politis.fr|http://www.twitter.com/Politis_fr|https://facebook.com/Politisfr-217973083988|https://politis.fr|https://twitter.com/Politis_fr|https://www.facebook.com/Politisfr-217973083988|https://www.politis.fr|https://www.twitter.com/Politis_fr,https://www.politis.fr,http://facebook.com/Politisfr-217973083988|http://politis.fr|http://twitter.com/Politis_fr|http://www.facebook.com/Politisfr-217973083988|http://www.politis.fr|http://www.twitter.com/Politis_fr|https://facebook.com/Politisfr-217973083988|https://politis.fr|https://twitter.com/Politis_fr|https://www.facebook.com/Politisfr-217973083988|https://www.politis.fr|https://www.twitter.com/Politis_fr,77,1560347197102,1560353782691,nationale,1988,1,media,false,france,false,114509,Opinion Journalism,Left Wing,true,
204,PositivR,http://facebook.com/positivr.fr|http://linkedin.com/showcase/positivr|http://pinterest.com/positivr|http://plus.google.com/+PositivrFr|http://positivr.fr|http://positivr.tumblr.com|http://twitter.com/ThePOSITIVR|http://twitter.com/thepositivr|http://www.facebook.com/positivr.fr|http://www.linkedin.com/showcase/positivr|http://www.pinterest.com/positivr|http://www.plus.google.com/+PositivrFr|http://www.positivr.fr|http://www.positivr.tumblr.com|http://www.twitter.com/ThePOSITIVR|http://www.twitter.com/thepositivr|https://facebook.com/positivr.fr|https://linkedin.com/showcase/positivr|https://pinterest.com/positivr|https://plus.google.com/+PositivrFr|https://positivr.fr|https://positivr.tumblr.com|https://twitter.com/ThePOSITIVR|https://twitter.com/thepositivr|https://www.facebook.com/positivr.fr|https://www.linkedin.com/showcase/positivr|https://www.pinterest.com/positivr|https://www.plus.google.com/+PositivrFr|https://www.positivr.fr|https://www.positivr.tumblr.com|https://www.twitter.com/ThePOSITIVR|https://www.twitter.com/thepositivr,https://positivr.fr,http://facebook.com/positivr.fr|http://linkedin.com/showcase/positivr|http://pinterest.com/positivr|http://plus.google.com/+PositivrFr|http://positivr.fr|http://positivr.tumblr.com|http://twitter.com/ThePOSITIVR|http://twitter.com/thepositivr|http://www.facebook.com/positivr.fr|http://www.linkedin.com/showcase/positivr|http://www.pinterest.com/positivr|http://www.plus.google.com/+PositivrFr|http://www.positivr.fr|http://www.positivr.tumblr.com|http://www.twitter.com/ThePOSITIVR|http://www.twitter.com/thepositivr|https://facebook.com/positivr.fr|https://linkedin.com/showcase/positivr|https://pinterest.com/positivr|https://plus.google.com/+PositivrFr|https://positivr.fr|https://positivr.tumblr.com|https://twitter.com/ThePOSITIVR|https://twitter.com/thepositivr|https://www.facebook.com/positivr.fr|https://www.linkedin.com/showcase/positivr|https://www.pinterest.com/positivr|https://www.plus.google.com/+PositivrFr|https://www.positivr.fr|https://www.positivr.tumblr.com|https://www.twitter.com/ThePOSITIVR|https://www.twitter.com/thepositivr,46,1560347198358,1560353782751,nationale,2014,1,media,false,france,true,564492,Periphery,Leisure and Health,true,
205,Première,http://facebook.com/premierefr|http://premiere.fr|http://twitter.com/PremiereFR|http://twitter.com/premierefr|http://www.facebook.com/premierefr|http://www.premiere.fr|http://www.twitter.com/PremiereFR|http://www.twitter.com/premierefr|https://facebook.com/premierefr|https://premiere.fr|https://twitter.com/PremiereFR|https://twitter.com/premierefr|https://www.facebook.com/premierefr|https://www.premiere.fr|https://www.twitter.com/PremiereFR|https://www.twitter.com/premierefr,http://www.premiere.fr/,http://facebook.com/premierefr|http://premiere.fr|http://twitter.com/PremiereFR|http://twitter.com/premierefr|http://www.facebook.com/premierefr|http://www.premiere.fr|http://www.twitter.com/PremiereFR|http://www.twitter.com/premierefr|https://facebook.com/premierefr|https://premiere.fr|https://twitter.com/PremiereFR|https://twitter.com/premierefr|https://www.facebook.com/premierefr|https://www.premiere.fr|https://www.twitter.com/PremiereFR|https://www.twitter.com/premierefr,56,1560347199629,1560353782839,nationale,1976,1,media,false,france,false,258520,Periphery,Leisure and Health,true,
206,Presse Océan,http://facebook.com/PresseOcean|http://fr-fr.facebook.com/PresseOcean|http://presse-ocean.fr|http://presseocean.fr|http://twitter.com/presseocean|http://www.facebook.com/PresseOcean|http://www.fr-fr.facebook.com/PresseOcean|http://www.presse-ocean.fr|http://www.presseocean.fr|http://www.twitter.com/presseocean|https://facebook.com/PresseOcean|https://fr-fr.facebook.com/PresseOcean|https://presse-ocean.fr|https://presseocean.fr|https://twitter.com/presseocean|https://www.facebook.com/PresseOcean|https://www.fr-fr.facebook.com/PresseOcean|https://www.presse-ocean.fr|https://www.presseocean.fr|https://www.twitter.com/presseocean,https://www.presseocean.fr/,http://facebook.com/PresseOcean|http://fr-fr.facebook.com/PresseOcean|http://presse-ocean.fr|http://presseocean.fr|http://twitter.com/presseocean|http://www.facebook.com/PresseOcean|http://www.fr-fr.facebook.com/PresseOcean|http://www.presse-ocean.fr|http://www.presseocean.fr|http://www.twitter.com/presseocean|https://facebook.com/PresseOcean|https://fr-fr.facebook.com/PresseOcean|https://presse-ocean.fr|https://presseocean.fr|https://twitter.com/presseocean|https://www.facebook.com/PresseOcean|https://www.fr-fr.facebook.com/PresseOcean|https://www.presse-ocean.fr|https://www.presseocean.fr|https://www.twitter.com/presseocean,38,1560347200908,1560353782915,régionale,1945,1,media,false,france,false,39066,Periphery,PQR & Mag,,
207,Professeur Joyeux,http://facebook.com/PrJoyeux|http://professeur-joyeux.com|http://twitter.com/PrJoyeux|http://www.facebook.com/PrJoyeux|http://www.professeur-joyeux.com|http://www.twitter.com/PrJoyeux|https://facebook.com/PrJoyeux|https://professeur-joyeux.com|https://twitter.com/PrJoyeux|https://www.facebook.com/PrJoyeux|https://www.professeur-joyeux.com|https://www.twitter.com/PrJoyeux,https://professeur-joyeux.com,http://facebook.com/PrJoyeux|http://professeur-joyeux.com|http://twitter.com/PrJoyeux|http://www.facebook.com/PrJoyeux|http://www.professeur-joyeux.com|http://www.twitter.com/PrJoyeux|https://facebook.com/PrJoyeux|https://professeur-joyeux.com|https://twitter.com/PrJoyeux|https://www.facebook.com/PrJoyeux|https://www.professeur-joyeux.com|https://www.twitter.com/PrJoyeux,20,1560347202153,1560353783013,nationale,2003,1,individu,false,france,true,717799,Counter-Informational Space,Alternative Health,,
208,Protège ta Santé,http://facebook.com/au.naturel.2|http://facebook.com/protegetasante|http://protegetasante.net|http://protegetasante1.blogspot.com|http://protegetasante1.blogspot.fr|http://www.facebook.com/au.naturel.2|http://www.facebook.com/protegetasante|http://www.protegetasante.net|http://www.protegetasante1.blogspot.com|http://www.protegetasante1.blogspot.fr|https://facebook.com/au.naturel.2|https://facebook.com/protegetasante|https://protegetasante.net|https://protegetasante1.blogspot.com|https://protegetasante1.blogspot.fr|https://www.facebook.com/au.naturel.2|https://www.facebook.com/protegetasante|https://www.protegetasante.net|https://www.protegetasante1.blogspot.com|https://www.protegetasante1.blogspot.fr,https://protegetasante.net,http://facebook.com/au.naturel.2|http://facebook.com/protegetasante|http://protegetasante.net|http://protegetasante1.blogspot.com|http://protegetasante1.blogspot.fr|http://www.facebook.com/au.naturel.2|http://www.facebook.com/protegetasante|http://www.protegetasante.net|http://www.protegetasante1.blogspot.com|http://www.protegetasante1.blogspot.fr|https://facebook.com/au.naturel.2|https://facebook.com/protegetasante|https://protegetasante.net|https://protegetasante1.blogspot.com|https://protegetasante1.blogspot.fr|https://www.facebook.com/au.naturel.2|https://www.facebook.com/protegetasante|https://www.protegetasante.net|https://www.protegetasante1.blogspot.com|https://www.protegetasante1.blogspot.fr,7,1560347203445,1560353783110,nationale,2016,1,media,false,france,true,844817,Counter-Informational Space,Alternative Health,,true
209,Psychologies.com,http://facebook.com/Psychologies|http://fr-fr.facebook.com/Psychologies|http://linkedin.com/company/psychologies-magazine|http://plus.google.com/+PsychologiesFrance|http://psychologies.com|http://twitter.com/Psychologies_|http://twitter.com/psychologies_|http://www.facebook.com/Psychologies|http://www.fr-fr.facebook.com/Psychologies|http://www.linkedin.com/company/psychologies-magazine|http://www.plus.google.com/+PsychologiesFrance|http://www.psychologies.com|http://www.twitter.com/Psychologies_|http://www.twitter.com/psychologies_|https://facebook.com/Psychologies|https://fr-fr.facebook.com/Psychologies|https://linkedin.com/company/psychologies-magazine|https://plus.google.com/+PsychologiesFrance|https://psychologies.com|https://twitter.com/Psychologies_|https://twitter.com/psychologies_|https://www.facebook.com/Psychologies|https://www.fr-fr.facebook.com/Psychologies|https://www.linkedin.com/company/psychologies-magazine|https://www.plus.google.com/+PsychologiesFrance|https://www.psychologies.com|https://www.twitter.com/Psychologies_|https://www.twitter.com/psychologies_,http://psychologies.com,http://facebook.com/Psychologies|http://fr-fr.facebook.com/Psychologies|http://linkedin.com/company/psychologies-magazine|http://plus.google.com/+PsychologiesFrance|http://psychologies.com|http://twitter.com/Psychologies_|http://twitter.com/psychologies_|http://www.facebook.com/Psychologies|http://www.fr-fr.facebook.com/Psychologies|http://www.linkedin.com/company/psychologies-magazine|http://www.plus.google.com/+PsychologiesFrance|http://www.psychologies.com|http://www.twitter.com/Psychologies_|http://www.twitter.com/psychologies_|https://facebook.com/Psychologies|https://fr-fr.facebook.com/Psychologies|https://linkedin.com/company/psychologies-magazine|https://plus.google.com/+PsychologiesFrance|https://psychologies.com|https://twitter.com/Psychologies_|https://twitter.com/psychologies_|https://www.facebook.com/Psychologies|https://www.fr-fr.facebook.com/Psychologies|https://www.linkedin.com/company/psychologies-magazine|https://www.plus.google.com/+PsychologiesFrance|https://www.psychologies.com|https://www.twitter.com/Psychologies_|https://www.twitter.com/psychologies_,44,1560347204597,1560353783197,nationale,1970,1,media,false,france,false,258106,Periphery,Leisure and Health,true,
210,Dieudonné,http://dieudosphere.com|http://facebook.com/dieudonneofficiel|http://facebook.com/quenelplusmagazine|http://quenelplus.com|http://twitter.com/DIEUDONNEMBALA|http://twitter.com/MbalaDieudo|http://twitter.com/mbaladieudo|http://twitter.com/quenelp|http://www.facebook.com/dieudonneofficiel|http://www.facebook.com/quenelplusmagazine|http://www.quenelplus.com|http://www.twitter.com/DIEUDONNEMBALA|http://www.twitter.com/MbalaDieudo|http://www.twitter.com/mbaladieudo|http://www.twitter.com/quenelp|https://dieudosphere.com|https://facebook.com/dieudonneofficiel|https://facebook.com/quenelplusmagazine|https://quenelplus.com|https://twitter.com/DIEUDONNEMBALA|https://twitter.com/MbalaDieudo|https://twitter.com/mbaladieudo|https://twitter.com/quenelp|https://www.dieudosphere.com|https://www.facebook.com/dieudonneofficiel|https://www.facebook.com/quenelplusmagazine|https://www.quenelplus.com|https://www.twitter.com/DIEUDONNEMBALA|https://www.twitter.com/MbalaDieudo|https://www.twitter.com/mbaladieudo|https://www.twitter.com/quenelp,https://dieudosphere.com/,http://dieudosphere.com|http://facebook.com/dieudonneofficiel|http://facebook.com/quenelplusmagazine|http://quenelplus.com|http://twitter.com/DIEUDONNEMBALA|http://twitter.com/MbalaDieudo|http://twitter.com/mbaladieudo|http://twitter.com/quenelp|http://www.facebook.com/dieudonneofficiel|http://www.facebook.com/quenelplusmagazine|http://www.quenelplus.com|http://www.twitter.com/DIEUDONNEMBALA|http://www.twitter.com/MbalaDieudo|http://www.twitter.com/mbaladieudo|http://www.twitter.com/quenelp|https://dieudosphere.com|https://facebook.com/dieudonneofficiel|https://facebook.com/quenelplusmagazine|https://quenelplus.com|https://twitter.com/DIEUDONNEMBALA|https://twitter.com/MbalaDieudo|https://twitter.com/mbaladieudo|https://twitter.com/quenelp|https://www.dieudosphere.com|https://www.facebook.com/dieudonneofficiel|https://www.facebook.com/quenelplusmagazine|https://www.quenelplus.com|https://www.twitter.com/DIEUDONNEMBALA|https://www.twitter.com/MbalaDieudo|https://www.twitter.com/mbaladieudo|https://www.twitter.com/quenelp,25,1560347205899,1560353783268,nationale,2012,1,individu,false,france,true,258147,,,,
211,Radiocourtoisie.fr,http://facebook.com/radiocourtoisie|http://radiocourtoisie.fr|http://twitter.com/%40radiocourtoisie|http://twitter.com/radiocourtoisie|http://www.facebook.com/radiocourtoisie|http://www.radiocourtoisie.fr|http://www.twitter.com/%40radiocourtoisie|http://www.twitter.com/radiocourtoisie|https://facebook.com/radiocourtoisie|https://radiocourtoisie.fr|https://twitter.com/%40radiocourtoisie|https://twitter.com/radiocourtoisie|https://www.facebook.com/radiocourtoisie|https://www.radiocourtoisie.fr|https://www.twitter.com/%40radiocourtoisie|https://www.twitter.com/radiocourtoisie,https://www.radiocourtoisie.fr/,http://facebook.com/radiocourtoisie|http://radiocourtoisie.fr|http://twitter.com/%40radiocourtoisie|http://twitter.com/radiocourtoisie|http://www.facebook.com/radiocourtoisie|http://www.radiocourtoisie.fr|http://www.twitter.com/%40radiocourtoisie|http://www.twitter.com/radiocourtoisie|https://facebook.com/radiocourtoisie|https://radiocourtoisie.fr|https://twitter.com/%40radiocourtoisie|https://twitter.com/radiocourtoisie|https://www.facebook.com/radiocourtoisie|https://www.radiocourtoisie.fr|https://www.twitter.com/%40radiocourtoisie|https://www.twitter.com/radiocourtoisie,24,1560347207137,1560353783371,nationale,1987,1,media,false,france,false,357314,Counter-Informational Space,Identitarian,false,
212,Ravelations,http://facebook.com/ravelationsmag|http://ravelations.fr|http://twitter.com/ravelationsmag|http://www.facebook.com/ravelationsmag|http://www.ravelations.fr|http://www.twitter.com/ravelationsmag|https://facebook.com/ravelationsmag|https://ravelations.fr|https://twitter.com/ravelationsmag|https://www.facebook.com/ravelationsmag|https://www.ravelations.fr|https://www.twitter.com/ravelationsmag,https://www.ravelations.fr,http://facebook.com/ravelationsmag|http://ravelations.fr|http://twitter.com/ravelationsmag|http://www.facebook.com/ravelationsmag|http://www.ravelations.fr|http://www.twitter.com/ravelationsmag|https://facebook.com/ravelationsmag|https://ravelations.fr|https://twitter.com/ravelationsmag|https://www.facebook.com/ravelationsmag|https://www.ravelations.fr|https://www.twitter.com/ravelationsmag,6,1560347208396,1560353783600,nationale,2013,1,media,true,france,true,717802,Periphery,PQR & Mag,,
213,Rebellyon.info,http://facebook.com/rebellyon.info|http://rebellyon.info|http://rebellyon.tv|http://twitter.com/rebellyon_info|http://www.facebook.com/rebellyon.info|http://www.rebellyon.info|http://www.rebellyon.tv|http://www.twitter.com/rebellyon_info|https://facebook.com/rebellyon.info|https://rebellyon.info|https://rebellyon.tv|https://twitter.com/rebellyon_info|https://www.facebook.com/rebellyon.info|https://www.rebellyon.info|https://www.rebellyon.tv|https://www.twitter.com/rebellyon_info,https://rebellyon.info,http://facebook.com/rebellyon.info|http://rebellyon.info|http://rebellyon.tv|http://twitter.com/rebellyon_info|http://www.facebook.com/rebellyon.info|http://www.rebellyon.info|http://www.rebellyon.tv|http://www.twitter.com/rebellyon_info|https://facebook.com/rebellyon.info|https://rebellyon.info|https://rebellyon.tv|https://twitter.com/rebellyon_info|https://www.facebook.com/rebellyon.info|https://www.rebellyon.info|https://www.rebellyon.tv|https://www.twitter.com/rebellyon_info,31,1560347209621,1560353783688,régionale,2004,1,plateforme,false,france,true,53978,Opinion Journalism,Left Wing,true,
214,Reinformation.tv,http://facebook.com/reinformationtv.officiel|http://fr-fr.facebook.com/reinformationtv.officiel|http://reinformation.tv|http://twitter.com/ReinformationTV|http://www.facebook.com/reinformationtv.officiel|http://www.fr-fr.facebook.com/reinformationtv.officiel|http://www.reinformation.tv|http://www.twitter.com/ReinformationTV|https://facebook.com/reinformationtv.officiel|https://fr-fr.facebook.com/reinformationtv.officiel|https://reinformation.tv|https://twitter.com/ReinformationTV|https://www.facebook.com/reinformationtv.officiel|https://www.fr-fr.facebook.com/reinformationtv.officiel|https://www.reinformation.tv|https://www.twitter.com/ReinformationTV,http://reinformation.tv,http://facebook.com/reinformationtv.officiel|http://fr-fr.facebook.com/reinformationtv.officiel|http://reinformation.tv|http://twitter.com/ReinformationTV|http://www.facebook.com/reinformationtv.officiel|http://www.fr-fr.facebook.com/reinformationtv.officiel|http://www.reinformation.tv|http://www.twitter.com/ReinformationTV|https://facebook.com/reinformationtv.officiel|https://fr-fr.facebook.com/reinformationtv.officiel|https://reinformation.tv|https://twitter.com/ReinformationTV|https://www.facebook.com/reinformationtv.officiel|https://www.fr-fr.facebook.com/reinformationtv.officiel|https://www.reinformation.tv|https://www.twitter.com/ReinformationTV,38,1560347210780,1560353783757,nationale,2013,1,media,false,france,true,301158,Counter-Informational Space,Identitarian,,true
215,Reporterre.net,http://facebook.com/ReporterreQuotidienDeLecologie|http://fr-fr.facebook.com/ReporterreQuotidienDeLecologie|http://reporterre.net|http://reporterre.org|http://twitter.com/Reporterre|http://twitter.com/reporterre|http://www.facebook.com/ReporterreQuotidienDeLecologie|http://www.fr-fr.facebook.com/ReporterreQuotidienDeLecologie|http://www.reporterre.net|http://www.reporterre.org|http://www.twitter.com/Reporterre|http://www.twitter.com/reporterre|https://facebook.com/ReporterreQuotidienDeLecologie|https://fr-fr.facebook.com/ReporterreQuotidienDeLecologie|https://reporterre.net|https://reporterre.org|https://twitter.com/Reporterre|https://twitter.com/reporterre|https://www.facebook.com/ReporterreQuotidienDeLecologie|https://www.fr-fr.facebook.com/ReporterreQuotidienDeLecologie|https://www.reporterre.net|https://www.reporterre.org|https://www.twitter.com/Reporterre|https://www.twitter.com/reporterre,https://reporterre.net,http://facebook.com/ReporterreQuotidienDeLecologie|http://fr-fr.facebook.com/ReporterreQuotidienDeLecologie|http://reporterre.net|http://reporterre.org|http://twitter.com/Reporterre|http://twitter.com/reporterre|http://www.facebook.com/ReporterreQuotidienDeLecologie|http://www.fr-fr.facebook.com/ReporterreQuotidienDeLecologie|http://www.reporterre.net|http://www.reporterre.org|http://www.twitter.com/Reporterre|http://www.twitter.com/reporterre|https://facebook.com/ReporterreQuotidienDeLecologie|https://fr-fr.facebook.com/ReporterreQuotidienDeLecologie|https://reporterre.net|https://reporterre.org|https://twitter.com/Reporterre|https://twitter.com/reporterre|https://www.facebook.com/ReporterreQuotidienDeLecologie|https://www.fr-fr.facebook.com/ReporterreQuotidienDeLecologie|https://www.reporterre.net|https://www.reporterre.org|https://www.twitter.com/Reporterre|https://www.twitter.com/reporterre,131,1560347212013,1560353783880,nationale,1989,1,media,false,france,false,258058,Opinion Journalism,Left Wing,true,
